price,quantity,order_month,order_day,order_hour,shipping_delay_days,Cluster,Segment_Label
261.35,1,5,25,14,3,4,Mid-Value Fast Delivery Customers
152.63,4,5,25,14,1,8,Heavy Bulk Buyers
306.83,1,5,25,14,6,0,High-Value Customers (Delayed Shipping)
415.46,5,5,25,14,2,8,Heavy Bulk Buyers
486.21,1,5,25,14,5,0,High-Value Customers (Delayed Shipping)
50.47,4,5,25,14,7,8,Heavy Bulk Buyers
89.42,4,5,25,14,5,8,Heavy Bulk Buyers
17.96,2,5,25,14,2,4,Mid-Value Fast Delivery Customers
497.07,2,5,25,14,6,0,High-Value Customers (Delayed Shipping)
185.0,1,5,25,14,6,3,Low-Value Late-Season Buyers
473.18,1,5,26,14,1,7,Premium Loyal Customers (Fast Shipping)
179.23,1,5,26,14,6,3,Low-Value Late-Season Buyers
336.05,1,5,26,14,1,4,Mid-Value Fast Delivery Customers
103.68,1,5,26,14,4,4,Mid-Value Fast Delivery Customers
54.88,1,5,26,14,3,4,Mid-Value Fast Delivery Customers
213.29,1,5,26,14,7,0,High-Value Customers (Delayed Shipping)
402.1,4,5,26,14,6,0,High-Value Customers (Delayed Shipping)
366.08,1,5,26,14,1,7,Premium Loyal Customers (Fast Shipping)
83.66,1,5,26,14,6,3,Low-Value Late-Season Buyers
437.44,2,5,26,14,2,7,Premium Loyal Customers (Fast Shipping)
394.86,1,5,26,14,7,0,High-Value Customers (Delayed Shipping)
489.42,3,5,26,14,4,0,High-Value Customers (Delayed Shipping)
79.49,4,5,26,14,5,8,Heavy Bulk Buyers
45.47,1,5,26,14,7,3,Low-Value Late-Season Buyers
359.25,4,5,26,14,6,0,High-Value Customers (Delayed Shipping)
48.0,1,5,26,14,4,4,Mid-Value Fast Delivery Customers
160.01,2,5,26,14,6,3,Low-Value Late-Season Buyers
94.13,1,5,26,14,1,4,Mid-Value Fast Delivery Customers
189.6,3,5,26,14,6,0,High-Value Customers (Delayed Shipping)
78.8,1,5,26,14,4,4,Mid-Value Fast Delivery Customers
479.87,4,5,27,14,3,7,Premium Loyal Customers (Fast Shipping)
95.29,1,5,27,14,6,3,Low-Value Late-Season Buyers
8.79,1,5,27,14,5,3,Low-Value Late-Season Buyers
283.74,1,5,27,14,4,0,High-Value Customers (Delayed Shipping)
178.62,1,5,27,14,1,4,Mid-Value Fast Delivery Customers
412.31,1,5,27,14,1,7,Premium Loyal Customers (Fast Shipping)
498.49,1,5,27,14,5,0,High-Value Customers (Delayed Shipping)
167.25,3,5,27,14,6,3,Low-Value Late-Season Buyers
408.6,3,5,27,14,3,7,Premium Loyal Customers (Fast Shipping)
426.21,1,5,27,14,2,7,Premium Loyal Customers (Fast Shipping)
285.6,4,5,27,14,7,0,High-Value Customers (Delayed Shipping)
104.48,3,5,27,14,3,4,Mid-Value Fast Delivery Customers
207.84,1,5,27,14,6,0,High-Value Customers (Delayed Shipping)
390.98,2,5,27,14,5,0,High-Value Customers (Delayed Shipping)
461.56,3,5,27,14,2,7,Premium Loyal Customers (Fast Shipping)
429.67,1,5,27,14,4,0,High-Value Customers (Delayed Shipping)
45.57,2,5,27,14,6,3,Low-Value Late-Season Buyers
175.42,2,5,27,14,4,4,Mid-Value Fast Delivery Customers
368.73,2,5,27,14,1,7,Premium Loyal Customers (Fast Shipping)
85.57,1,5,27,14,3,4,Mid-Value Fast Delivery Customers
74.57,1,5,27,14,7,3,Low-Value Late-Season Buyers
148.61,2,5,27,14,4,4,Mid-Value Fast Delivery Customers
136.59,2,5,27,14,5,3,Low-Value Late-Season Buyers
305.82,1,5,28,14,5,0,High-Value Customers (Delayed Shipping)
448.87,2,5,28,14,1,7,Premium Loyal Customers (Fast Shipping)
271.08,2,5,28,14,1,4,Mid-Value Fast Delivery Customers
383.55,1,5,28,14,1,7,Premium Loyal Customers (Fast Shipping)
18.25,3,5,28,14,2,4,Mid-Value Fast Delivery Customers
358.26,3,5,28,14,7,0,High-Value Customers (Delayed Shipping)
143.31,2,5,28,14,6,3,Low-Value Late-Season Buyers
141.74,1,5,28,14,4,4,Mid-Value Fast Delivery Customers
350.47,2,5,28,14,6,0,High-Value Customers (Delayed Shipping)
35.26,1,5,28,14,2,4,Mid-Value Fast Delivery Customers
23.99,1,5,28,14,7,3,Low-Value Late-Season Buyers
149.18,1,5,28,14,4,4,Mid-Value Fast Delivery Customers
320.61,1,5,28,14,7,0,High-Value Customers (Delayed Shipping)
326.32,1,5,28,14,1,4,Mid-Value Fast Delivery Customers
466.97,2,5,28,14,6,0,High-Value Customers (Delayed Shipping)
252.52,1,5,28,14,5,0,High-Value Customers (Delayed Shipping)
149.0,3,5,28,14,3,4,Mid-Value Fast Delivery Customers
176.48,2,5,28,14,5,3,Low-Value Late-Season Buyers
24.2,2,5,28,14,1,4,Mid-Value Fast Delivery Customers
20.6,2,5,28,14,2,4,Mid-Value Fast Delivery Customers
217.62,2,5,28,14,3,4,Mid-Value Fast Delivery Customers
6.35,1,5,28,14,4,4,Mid-Value Fast Delivery Customers
486.2,1,5,28,14,3,7,Premium Loyal Customers (Fast Shipping)
294.87,1,5,28,14,1,4,Mid-Value Fast Delivery Customers
483.61,1,5,29,14,7,0,High-Value Customers (Delayed Shipping)
248.04,2,5,29,14,2,4,Mid-Value Fast Delivery Customers
246.23,4,5,29,14,4,8,Heavy Bulk Buyers
76.05,1,5,29,14,5,3,Low-Value Late-Season Buyers
499.23,1,5,29,14,1,7,Premium Loyal Customers (Fast Shipping)
86.91,2,5,29,14,2,4,Mid-Value Fast Delivery Customers
370.24,3,5,29,14,3,7,Premium Loyal Customers (Fast Shipping)
179.24,2,5,29,14,1,4,Mid-Value Fast Delivery Customers
317.09,1,5,29,14,6,0,High-Value Customers (Delayed Shipping)
155.0,1,5,29,14,7,3,Low-Value Late-Season Buyers
167.4,4,5,29,14,6,8,Heavy Bulk Buyers
297.42,2,5,29,14,7,0,High-Value Customers (Delayed Shipping)
189.26,4,5,29,14,1,8,Heavy Bulk Buyers
431.67,3,5,29,14,7,0,High-Value Customers (Delayed Shipping)
193.88,1,5,29,14,4,4,Mid-Value Fast Delivery Customers
395.66,2,5,29,14,4,0,High-Value Customers (Delayed Shipping)
238.19,2,5,29,14,2,4,Mid-Value Fast Delivery Customers
66.53,1,5,29,14,2,4,Mid-Value Fast Delivery Customers
220.72,2,5,29,14,3,4,Mid-Value Fast Delivery Customers
15.27,2,5,29,14,1,4,Mid-Value Fast Delivery Customers
48.82,1,5,29,14,4,4,Mid-Value Fast Delivery Customers
398.14,3,5,29,14,4,0,High-Value Customers (Delayed Shipping)
359.73,2,5,29,14,7,0,High-Value Customers (Delayed Shipping)
94.96,1,5,29,14,6,3,Low-Value Late-Season Buyers
299.05,1,5,29,14,6,0,High-Value Customers (Delayed Shipping)
287.21,1,5,29,14,1,4,Mid-Value Fast Delivery Customers
207.3,6,5,29,14,2,8,Heavy Bulk Buyers
228.61,2,5,29,14,4,4,Mid-Value Fast Delivery Customers
15.54,1,5,29,14,5,3,Low-Value Late-Season Buyers
467.52,3,5,29,14,7,0,High-Value Customers (Delayed Shipping)
260.73,2,5,30,14,5,0,High-Value Customers (Delayed Shipping)
86.14,2,5,30,14,4,4,Mid-Value Fast Delivery Customers
275.39,1,5,30,14,1,4,Mid-Value Fast Delivery Customers
30.58,1,5,30,14,1,4,Mid-Value Fast Delivery Customers
493.84,4,5,30,14,2,7,Premium Loyal Customers (Fast Shipping)
330.08,2,5,30,14,1,4,Mid-Value Fast Delivery Customers
476.62,4,5,30,14,7,0,High-Value Customers (Delayed Shipping)
96.68,3,5,30,14,6,3,Low-Value Late-Season Buyers
62.9,5,5,30,14,1,8,Heavy Bulk Buyers
58.9,2,5,30,14,2,4,Mid-Value Fast Delivery Customers
410.72,1,5,30,14,6,0,High-Value Customers (Delayed Shipping)
402.03,2,5,30,14,5,0,High-Value Customers (Delayed Shipping)
233.76,3,5,30,14,4,4,Mid-Value Fast Delivery Customers
421.02,1,5,30,14,6,0,High-Value Customers (Delayed Shipping)
228.54,3,5,30,14,2,4,Mid-Value Fast Delivery Customers
495.74,1,5,30,14,4,0,High-Value Customers (Delayed Shipping)
23.83,3,5,30,14,3,4,Mid-Value Fast Delivery Customers
389.82,5,5,30,14,6,8,Heavy Bulk Buyers
396.98,1,5,30,14,2,7,Premium Loyal Customers (Fast Shipping)
348.74,2,5,30,14,6,0,High-Value Customers (Delayed Shipping)
491.02,3,5,30,14,3,7,Premium Loyal Customers (Fast Shipping)
144.41,2,5,30,14,2,4,Mid-Value Fast Delivery Customers
322.68,1,5,30,14,4,0,High-Value Customers (Delayed Shipping)
436.7,1,5,30,14,6,0,High-Value Customers (Delayed Shipping)
409.7,3,5,30,14,3,7,Premium Loyal Customers (Fast Shipping)
355.12,2,5,30,14,6,0,High-Value Customers (Delayed Shipping)
105.41,1,5,30,14,4,4,Mid-Value Fast Delivery Customers
342.49,3,5,30,14,2,7,Premium Loyal Customers (Fast Shipping)
162.64,2,5,30,14,1,4,Mid-Value Fast Delivery Customers
412.47,2,5,30,14,6,0,High-Value Customers (Delayed Shipping)
208.96,1,5,30,14,2,4,Mid-Value Fast Delivery Customers
24.46,3,5,31,14,4,4,Mid-Value Fast Delivery Customers
224.82,3,5,31,14,6,0,High-Value Customers (Delayed Shipping)
450.31,1,5,31,14,6,0,High-Value Customers (Delayed Shipping)
128.27,2,5,31,14,7,3,Low-Value Late-Season Buyers
289.71,1,5,31,14,6,0,High-Value Customers (Delayed Shipping)
178.85,2,5,31,14,5,3,Low-Value Late-Season Buyers
127.75,5,5,31,14,3,8,Heavy Bulk Buyers
426.89,3,5,31,14,7,0,High-Value Customers (Delayed Shipping)
411.28,3,5,31,14,6,0,High-Value Customers (Delayed Shipping)
347.86,2,5,31,14,4,0,High-Value Customers (Delayed Shipping)
385.15,2,5,31,14,6,0,High-Value Customers (Delayed Shipping)
254.89,3,5,31,14,1,4,Mid-Value Fast Delivery Customers
244.67,1,5,31,14,1,4,Mid-Value Fast Delivery Customers
40.4,2,5,31,14,3,4,Mid-Value Fast Delivery Customers
107.68,3,5,31,14,2,4,Mid-Value Fast Delivery Customers
19.97,3,5,31,14,6,3,Low-Value Late-Season Buyers
172.2,2,5,31,14,2,4,Mid-Value Fast Delivery Customers
432.24,4,5,31,14,3,8,Heavy Bulk Buyers
456.55,4,5,31,14,5,0,High-Value Customers (Delayed Shipping)
357.65,1,5,31,14,3,7,Premium Loyal Customers (Fast Shipping)
451.06,5,5,31,14,5,8,Heavy Bulk Buyers
346.03,1,5,31,14,5,0,High-Value Customers (Delayed Shipping)
388.78,1,5,31,14,1,7,Premium Loyal Customers (Fast Shipping)
213.47,4,5,31,14,2,8,Heavy Bulk Buyers
421.54,2,5,31,14,3,7,Premium Loyal Customers (Fast Shipping)
372.17,1,5,31,14,3,7,Premium Loyal Customers (Fast Shipping)
389.81,5,5,31,14,3,8,Heavy Bulk Buyers
351.42,2,5,31,14,4,0,High-Value Customers (Delayed Shipping)
100.18,1,6,1,14,4,1,Low-Value Occasional Buyers
241.35,1,6,1,14,1,6,High-Value Fast Delivery Customers
389.66,2,6,1,14,7,5,Premium Customers (Delayed Shipping)
247.32,1,6,1,14,4,1,Low-Value Occasional Buyers
244.2,1,6,1,14,3,6,High-Value Fast Delivery Customers
460.56,1,6,1,14,1,6,High-Value Fast Delivery Customers
170.4,1,6,1,14,3,9,Low-Value Fast Delivery Buyers
276.93,4,6,1,14,1,6,High-Value Fast Delivery Customers
272.55,2,6,1,14,2,6,High-Value Fast Delivery Customers
393.87,2,6,1,14,1,6,High-Value Fast Delivery Customers
63.21,1,6,1,14,7,1,Low-Value Occasional Buyers
291.75,1,6,1,14,2,6,High-Value Fast Delivery Customers
13.78,2,6,1,14,2,9,Low-Value Fast Delivery Buyers
86.74,2,6,1,14,4,1,Low-Value Occasional Buyers
25.53,3,6,1,14,4,1,Low-Value Occasional Buyers
221.14,1,6,1,14,4,1,Low-Value Occasional Buyers
265.53,6,6,1,14,4,8,Heavy Bulk Buyers
318.27,4,6,1,14,2,6,High-Value Fast Delivery Customers
441.13,1,6,1,14,7,5,Premium Customers (Delayed Shipping)
191.02,1,6,1,14,3,9,Low-Value Fast Delivery Buyers
390.91,1,6,2,14,3,6,High-Value Fast Delivery Customers
280.37,4,6,2,14,5,2,Bulk Buyers (High Quantity)
423.35,1,6,2,14,1,6,High-Value Fast Delivery Customers
121.55,3,6,2,14,3,9,Low-Value Fast Delivery Buyers
132.5,2,6,2,14,7,1,Low-Value Occasional Buyers
435.57,1,6,2,14,1,6,High-Value Fast Delivery Customers
314.54,4,6,2,14,5,2,Bulk Buyers (High Quantity)
480.88,1,6,2,14,1,6,High-Value Fast Delivery Customers
441.56,1,6,2,14,1,6,High-Value Fast Delivery Customers
268.96,1,6,2,14,3,6,High-Value Fast Delivery Customers
123.2,1,6,2,14,3,9,Low-Value Fast Delivery Buyers
357.52,5,6,2,14,6,2,Bulk Buyers (High Quantity)
34.17,1,6,2,14,7,1,Low-Value Occasional Buyers
243.46,1,6,2,14,6,5,Premium Customers (Delayed Shipping)
444.77,4,6,2,14,7,2,Bulk Buyers (High Quantity)
263.21,4,6,2,14,6,2,Bulk Buyers (High Quantity)
410.45,1,6,2,14,1,6,High-Value Fast Delivery Customers
401.82,1,6,2,14,7,5,Premium Customers (Delayed Shipping)
67.21,4,6,2,14,5,1,Low-Value Occasional Buyers
432.6,1,6,2,14,4,6,High-Value Fast Delivery Customers
415.54,2,6,2,14,7,5,Premium Customers (Delayed Shipping)
411.38,3,6,2,14,1,6,High-Value Fast Delivery Customers
415.55,1,6,2,14,6,5,Premium Customers (Delayed Shipping)
139.57,3,6,2,14,7,1,Low-Value Occasional Buyers
121.48,3,6,2,14,6,1,Low-Value Occasional Buyers
487.67,3,6,2,14,2,6,High-Value Fast Delivery Customers
104.75,3,6,2,14,2,9,Low-Value Fast Delivery Buyers
94.64,1,6,2,14,3,9,Low-Value Fast Delivery Buyers
406.02,1,6,2,14,3,6,High-Value Fast Delivery Customers
438.58,2,6,2,14,6,5,Premium Customers (Delayed Shipping)
239.08,3,6,3,14,6,1,Low-Value Occasional Buyers
99.46,3,6,3,14,4,1,Low-Value Occasional Buyers
238.28,3,6,3,14,5,1,Low-Value Occasional Buyers
153.9,2,6,3,14,3,9,Low-Value Fast Delivery Buyers
495.28,1,6,3,14,5,5,Premium Customers (Delayed Shipping)
359.11,4,6,3,14,2,6,High-Value Fast Delivery Customers
8.78,3,6,3,14,3,9,Low-Value Fast Delivery Buyers
103.27,3,6,3,14,2,9,Low-Value Fast Delivery Buyers
228.86,3,6,3,14,5,1,Low-Value Occasional Buyers
212.98,2,6,3,14,6,1,Low-Value Occasional Buyers
263.21,4,6,3,14,5,2,Bulk Buyers (High Quantity)
331.88,4,6,3,14,7,2,Bulk Buyers (High Quantity)
411.66,2,6,3,14,6,5,Premium Customers (Delayed Shipping)
195.49,3,6,3,14,7,1,Low-Value Occasional Buyers
438.75,4,6,3,14,7,2,Bulk Buyers (High Quantity)
127.47,2,6,3,14,5,1,Low-Value Occasional Buyers
235.67,1,6,3,14,4,1,Low-Value Occasional Buyers
298.63,1,6,3,14,2,6,High-Value Fast Delivery Customers
144.21,5,6,3,14,7,2,Bulk Buyers (High Quantity)
371.71,4,6,3,14,4,2,Bulk Buyers (High Quantity)
229.68,3,6,3,14,6,1,Low-Value Occasional Buyers
471.63,3,6,3,14,7,2,Bulk Buyers (High Quantity)
395.68,1,6,3,14,4,6,High-Value Fast Delivery Customers
345.18,3,6,3,14,4,2,Bulk Buyers (High Quantity)
45.24,3,6,3,14,1,9,Low-Value Fast Delivery Buyers
158.19,2,6,3,14,3,9,Low-Value Fast Delivery Buyers
294.18,2,6,3,14,7,5,Premium Customers (Delayed Shipping)
161.13,2,6,3,14,1,9,Low-Value Fast Delivery Buyers
103.0,4,6,3,14,3,8,Heavy Bulk Buyers
214.75,4,6,3,14,4,2,Bulk Buyers (High Quantity)
194.43,1,6,3,14,5,1,Low-Value Occasional Buyers
150.84,2,6,3,14,5,1,Low-Value Occasional Buyers
199.82,4,6,3,14,4,2,Bulk Buyers (High Quantity)
142.62,2,6,3,14,4,1,Low-Value Occasional Buyers
486.81,4,6,3,14,6,2,Bulk Buyers (High Quantity)
304.15,3,6,3,14,7,2,Bulk Buyers (High Quantity)
404.02,1,6,4,14,6,5,Premium Customers (Delayed Shipping)
281.57,6,6,4,14,3,8,Heavy Bulk Buyers
84.65,3,6,4,14,5,1,Low-Value Occasional Buyers
390.94,4,6,4,14,4,2,Bulk Buyers (High Quantity)
295.7,3,6,4,14,7,2,Bulk Buyers (High Quantity)
8.31,2,6,4,14,3,9,Low-Value Fast Delivery Buyers
215.32,2,6,4,14,3,9,Low-Value Fast Delivery Buyers
92.84,1,6,4,14,2,9,Low-Value Fast Delivery Buyers
292.03,1,6,4,14,6,5,Premium Customers (Delayed Shipping)
267.97,2,6,4,14,5,1,Low-Value Occasional Buyers
374.39,2,6,4,14,2,6,High-Value Fast Delivery Customers
404.35,5,6,4,14,2,2,Bulk Buyers (High Quantity)
19.83,3,6,4,14,5,1,Low-Value Occasional Buyers
342.88,1,6,4,14,5,5,Premium Customers (Delayed Shipping)
412.65,4,6,4,14,7,2,Bulk Buyers (High Quantity)
95.34,3,6,4,14,7,1,Low-Value Occasional Buyers
417.25,1,6,4,14,4,6,High-Value Fast Delivery Customers
79.14,2,6,4,14,2,9,Low-Value Fast Delivery Buyers
38.3,4,6,4,14,7,1,Low-Value Occasional Buyers
219.61,4,6,4,14,2,8,Heavy Bulk Buyers
253.21,1,6,4,14,6,5,Premium Customers (Delayed Shipping)
264.2,1,6,4,14,5,5,Premium Customers (Delayed Shipping)
245.38,3,6,4,14,2,6,High-Value Fast Delivery Customers
315.43,2,6,4,14,2,6,High-Value Fast Delivery Customers
156.2,4,6,4,14,5,2,Bulk Buyers (High Quantity)
482.41,1,6,4,14,3,6,High-Value Fast Delivery Customers
322.07,1,6,4,14,4,6,High-Value Fast Delivery Customers
493.03,2,6,4,14,6,5,Premium Customers (Delayed Shipping)
413.66,4,6,4,14,5,2,Bulk Buyers (High Quantity)
165.49,2,6,4,14,6,1,Low-Value Occasional Buyers
339.69,1,6,4,14,5,5,Premium Customers (Delayed Shipping)
159.59,1,6,4,14,5,1,Low-Value Occasional Buyers
350.19,1,6,4,14,1,6,High-Value Fast Delivery Customers
326.38,1,6,4,14,6,5,Premium Customers (Delayed Shipping)
296.43,1,6,4,14,4,5,Premium Customers (Delayed Shipping)
389.87,3,6,5,14,2,6,High-Value Fast Delivery Customers
431.22,1,6,5,14,4,6,High-Value Fast Delivery Customers
451.2,2,6,5,14,5,5,Premium Customers (Delayed Shipping)
193.6,1,6,5,14,7,1,Low-Value Occasional Buyers
197.78,1,6,5,14,5,1,Low-Value Occasional Buyers
51.18,1,6,5,14,2,9,Low-Value Fast Delivery Buyers
291.44,2,6,5,14,6,5,Premium Customers (Delayed Shipping)
194.05,1,6,5,14,1,9,Low-Value Fast Delivery Buyers
92.87,3,6,5,14,3,9,Low-Value Fast Delivery Buyers
499.76,2,6,5,14,7,5,Premium Customers (Delayed Shipping)
314.25,1,6,5,14,6,5,Premium Customers (Delayed Shipping)
191.6,2,6,5,14,6,1,Low-Value Occasional Buyers
113.89,1,6,5,14,6,1,Low-Value Occasional Buyers
125.13,1,6,5,14,4,1,Low-Value Occasional Buyers
75.02,6,6,5,14,1,8,Heavy Bulk Buyers
312.67,1,6,5,14,6,5,Premium Customers (Delayed Shipping)
263.62,2,6,5,14,3,6,High-Value Fast Delivery Customers
89.27,2,6,5,14,3,9,Low-Value Fast Delivery Buyers
186.57,1,6,5,14,1,9,Low-Value Fast Delivery Buyers
269.31,2,6,5,14,2,6,High-Value Fast Delivery Customers
429.48,3,6,5,14,6,2,Bulk Buyers (High Quantity)
81.47,3,6,5,14,4,1,Low-Value Occasional Buyers
150.3,3,6,5,14,2,9,Low-Value Fast Delivery Buyers
210.2,1,6,5,14,1,9,Low-Value Fast Delivery Buyers
301.71,2,6,5,14,4,6,High-Value Fast Delivery Customers
289.58,2,6,5,14,7,5,Premium Customers (Delayed Shipping)
260.28,3,6,5,14,5,2,Bulk Buyers (High Quantity)
115.9,3,6,6,14,3,9,Low-Value Fast Delivery Buyers
158.74,5,6,6,14,5,8,Heavy Bulk Buyers
125.13,1,6,6,14,2,9,Low-Value Fast Delivery Buyers
69.73,3,6,6,14,1,9,Low-Value Fast Delivery Buyers
277.02,3,6,6,14,3,6,High-Value Fast Delivery Customers
169.42,1,6,6,14,5,1,Low-Value Occasional Buyers
349.97,2,6,6,14,5,5,Premium Customers (Delayed Shipping)
369.18,1,6,6,14,4,6,High-Value Fast Delivery Customers
436.79,1,6,6,14,3,6,High-Value Fast Delivery Customers
85.6,1,6,6,14,1,9,Low-Value Fast Delivery Buyers
205.33,1,6,6,14,6,1,Low-Value Occasional Buyers
305.67,2,6,6,14,5,5,Premium Customers (Delayed Shipping)
201.66,1,6,6,14,7,1,Low-Value Occasional Buyers
180.2,1,6,6,14,1,9,Low-Value Fast Delivery Buyers
43.75,5,6,6,14,2,8,Heavy Bulk Buyers
318.49,1,6,6,14,5,5,Premium Customers (Delayed Shipping)
195.57,2,6,6,14,4,1,Low-Value Occasional Buyers
293.28,1,6,6,14,1,6,High-Value Fast Delivery Customers
101.97,3,6,6,14,4,1,Low-Value Occasional Buyers
140.75,4,6,6,14,4,8,Heavy Bulk Buyers
313.78,1,6,6,14,6,5,Premium Customers (Delayed Shipping)
296.36,3,6,6,14,6,2,Bulk Buyers (High Quantity)
346.43,4,6,6,14,5,2,Bulk Buyers (High Quantity)
357.82,1,6,6,14,7,5,Premium Customers (Delayed Shipping)
320.6,1,6,6,14,6,5,Premium Customers (Delayed Shipping)
64.05,6,6,6,14,7,8,Heavy Bulk Buyers
31.26,1,6,6,14,2,9,Low-Value Fast Delivery Buyers
294.8,1,6,6,14,6,5,Premium Customers (Delayed Shipping)
296.28,1,6,6,14,5,5,Premium Customers (Delayed Shipping)
52.24,4,6,7,14,4,8,Heavy Bulk Buyers
272.07,1,6,7,14,6,5,Premium Customers (Delayed Shipping)
165.78,1,6,7,14,5,1,Low-Value Occasional Buyers
440.74,2,6,7,14,4,6,High-Value Fast Delivery Customers
408.34,1,6,7,14,7,5,Premium Customers (Delayed Shipping)
186.0,5,6,7,14,5,8,Heavy Bulk Buyers
400.88,1,6,7,14,5,5,Premium Customers (Delayed Shipping)
272.34,3,6,7,14,7,2,Bulk Buyers (High Quantity)
427.97,4,6,7,14,6,2,Bulk Buyers (High Quantity)
329.3,2,6,7,14,5,5,Premium Customers (Delayed Shipping)
387.02,3,6,7,14,7,2,Bulk Buyers (High Quantity)
81.74,3,6,7,14,6,1,Low-Value Occasional Buyers
125.83,3,6,7,14,1,9,Low-Value Fast Delivery Buyers
164.12,1,6,7,14,6,1,Low-Value Occasional Buyers
347.57,3,6,7,14,3,6,High-Value Fast Delivery Customers
9.2,1,6,7,14,5,1,Low-Value Occasional Buyers
472.2,2,6,7,14,4,6,High-Value Fast Delivery Customers
128.75,1,6,7,14,6,1,Low-Value Occasional Buyers
369.27,1,6,7,14,3,6,High-Value Fast Delivery Customers
131.55,2,6,7,14,6,1,Low-Value Occasional Buyers
157.48,2,6,7,14,2,9,Low-Value Fast Delivery Buyers
24.2,1,6,7,14,6,1,Low-Value Occasional Buyers
419.8,1,6,7,14,4,6,High-Value Fast Delivery Customers
405.74,1,6,7,14,5,5,Premium Customers (Delayed Shipping)
373.67,1,6,7,14,7,5,Premium Customers (Delayed Shipping)
431.26,4,6,7,14,4,2,Bulk Buyers (High Quantity)
170.49,2,6,7,14,5,1,Low-Value Occasional Buyers
127.91,3,6,7,14,3,9,Low-Value Fast Delivery Buyers
432.41,4,6,7,14,7,2,Bulk Buyers (High Quantity)
381.64,1,6,7,14,4,6,High-Value Fast Delivery Customers
147.97,2,6,8,14,1,9,Low-Value Fast Delivery Buyers
301.56,1,6,8,14,3,6,High-Value Fast Delivery Customers
176.97,1,6,8,14,7,1,Low-Value Occasional Buyers
442.48,1,6,8,14,7,5,Premium Customers (Delayed Shipping)
474.99,2,6,8,14,7,5,Premium Customers (Delayed Shipping)
362.83,2,6,8,14,7,5,Premium Customers (Delayed Shipping)
214.24,4,6,8,14,6,2,Bulk Buyers (High Quantity)
41.1,1,6,8,14,2,9,Low-Value Fast Delivery Buyers
24.96,3,6,8,14,1,9,Low-Value Fast Delivery Buyers
286.68,1,6,8,14,1,6,High-Value Fast Delivery Customers
193.48,3,6,8,14,1,9,Low-Value Fast Delivery Buyers
366.07,3,6,8,14,6,2,Bulk Buyers (High Quantity)
443.08,1,6,8,14,4,6,High-Value Fast Delivery Customers
205.85,3,6,8,14,3,9,Low-Value Fast Delivery Buyers
65.33,3,6,8,14,3,9,Low-Value Fast Delivery Buyers
51.92,2,6,8,14,5,1,Low-Value Occasional Buyers
457.97,3,6,8,14,3,6,High-Value Fast Delivery Customers
219.91,1,6,8,14,4,1,Low-Value Occasional Buyers
236.74,1,6,8,14,1,9,Low-Value Fast Delivery Buyers
252.15,3,6,8,14,1,9,Low-Value Fast Delivery Buyers
23.97,3,6,8,14,1,9,Low-Value Fast Delivery Buyers
183.98,3,6,8,14,5,1,Low-Value Occasional Buyers
160.98,1,6,8,14,6,1,Low-Value Occasional Buyers
488.64,1,6,9,14,1,6,High-Value Fast Delivery Customers
318.95,1,6,9,14,3,6,High-Value Fast Delivery Customers
324.57,3,6,9,14,2,6,High-Value Fast Delivery Customers
320.62,3,6,9,14,7,2,Bulk Buyers (High Quantity)
343.47,1,6,9,14,7,5,Premium Customers (Delayed Shipping)
249.54,2,6,9,14,3,6,High-Value Fast Delivery Customers
350.13,4,6,9,14,1,6,High-Value Fast Delivery Customers
473.65,1,6,9,14,2,6,High-Value Fast Delivery Customers
306.09,2,6,9,14,5,5,Premium Customers (Delayed Shipping)
89.7,2,6,9,14,3,9,Low-Value Fast Delivery Buyers
139.91,1,6,9,14,2,9,Low-Value Fast Delivery Buyers
153.93,5,6,9,14,3,8,Heavy Bulk Buyers
456.55,1,6,9,14,4,6,High-Value Fast Delivery Customers
27.24,3,6,9,14,1,9,Low-Value Fast Delivery Buyers
20.77,1,6,9,14,6,1,Low-Value Occasional Buyers
356.8,5,6,9,14,1,8,Heavy Bulk Buyers
404.86,4,6,9,14,1,6,High-Value Fast Delivery Customers
81.07,2,6,9,14,5,1,Low-Value Occasional Buyers
134.65,1,6,9,14,1,9,Low-Value Fast Delivery Buyers
286.56,1,6,9,14,7,5,Premium Customers (Delayed Shipping)
288.62,3,6,9,14,5,2,Bulk Buyers (High Quantity)
40.97,1,6,10,14,7,1,Low-Value Occasional Buyers
492.09,2,6,10,14,6,5,Premium Customers (Delayed Shipping)
215.62,1,6,10,14,2,9,Low-Value Fast Delivery Buyers
82.69,4,6,10,14,1,8,Heavy Bulk Buyers
424.34,4,6,10,14,7,2,Bulk Buyers (High Quantity)
116.59,2,6,10,14,6,1,Low-Value Occasional Buyers
306.28,2,6,10,14,3,6,High-Value Fast Delivery Customers
331.39,3,6,10,14,1,6,High-Value Fast Delivery Customers
401.91,1,6,10,14,7,5,Premium Customers (Delayed Shipping)
473.84,2,6,10,14,7,5,Premium Customers (Delayed Shipping)
224.36,1,6,10,14,5,1,Low-Value Occasional Buyers
389.04,4,6,10,14,7,2,Bulk Buyers (High Quantity)
275.07,2,6,10,14,3,6,High-Value Fast Delivery Customers
27.4,2,6,10,14,2,9,Low-Value Fast Delivery Buyers
417.2,1,6,10,14,5,5,Premium Customers (Delayed Shipping)
170.37,2,6,10,14,3,9,Low-Value Fast Delivery Buyers
326.57,1,6,10,14,6,5,Premium Customers (Delayed Shipping)
